,session_id,user_id,course_id,exam_id,question,points,max_points,time
1388,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 1,5.0,5.0,1724612944
1389,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 2.1,1.0,1.0,1724613106
1390,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 2.2,1.0,1.0,1724614083
1391,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 2.3,1.0,2.0,1724614170
1392,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 2.4,0.0,1.0,1724614272
1393,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 3,0.0,4.0,1724614547
1394,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 4,2.0,2.0,1724614689
1395,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 5,5.0,9.0,1724614801
1396,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 6.1,0.0,1.0,1724614915
1397,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 6.2,0.0,1.0,1724615024
1398,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 7.1,0.0,1.0,1724615094
1399,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 7.2,0.0,1.0,1724615239
1400,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 7.3,0.0,1.0,1724615313
1401,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 8.1,0.0,1.0,1724615526
1402,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 8.2,0.0,1.0,1724615565
1403,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 8.3,0.0,1.0,1724615623
1404,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 8.4,0.0,1.0,1724615733
1405,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 8.5,0.0,1.0,1724615785
1406,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 8.6,0.0,1.0,1724615845
1407,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 9,1.0,6.0,1724616531
1408,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 10,3.0,5.0,1724616594
1409,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 11.1,0.0,1.0,1724616636
1410,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 11.2,0.0,1.0,1724616714
1411,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 11.3,0.0,1.0,1724616806
1412,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 15,4.0,4.0,1724616924
1413,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 11.4,0.0,1.0,1724617031
1414,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 11.5,0.0,1.0,1724617120
1415,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 13,2.0,6.0,1724617477
1416,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 14,1.0,4.0,1724617574
1417,141165e3-2874-4c4d-ae36-3f83f899a5f6-10,4059,5009,10,Aufgabe 12,0.0,6.0,1724617638
1418,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 7.1,0.0,1.0,1724679707
1419,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 7.2,0.0,1.0,1724679779
1420,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 7.3,0.0,1.0,1724679984
1421,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 8.1,0.0,1.0,1724680168
1422,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 8.2,0.0,1.0,1724680218
1423,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 8.3,0.0,1.0,1724680235
1424,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 8.4,0.0,1.0,1724680335
1425,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 8.5,0.0,1.0,1724680360
1426,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 8.6,0.0,1.0,1724680389
1427,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 9,1.0,6.0,1724680579
1428,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 10,3.0,5.0,1724680682
1429,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 11.1,0.0,1.0,1724680779
1430,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 11.2,0.0,1.0,1724680840
1431,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 11.3,0.0,1.0,1724680911
1432,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 11.4,0.0,1.0,1724680978
1433,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 11.5,0.0,1.0,1724681008
1434,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 12,0.0,6.0,1724681120
1435,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 13,0.0,6.0,1724681367
1436,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 14,2.0,4.0,1724681473
1437,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-10,4050,5009,10,Aufgabe 15,1.0,4.0,1724681572
1438,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 1,0.0,5.0,1724681582
1439,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 2.1,0.0,1.0,1724681582
1440,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 2.2,0.0,1.0,1724681582
1441,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 2.3,0.0,2.0,1724681582
1442,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 2.4,0.0,1.0,1724681582
1443,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 3,0.0,4.0,1724681582
1444,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 4,0.0,2.0,1724681582
1445,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 5,0.0,9.0,1724681582
1446,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 6.1,0.0,1.0,1724681582
1447,6b754a2a-1e69-48f1-b3c5-ae45cd40c50e-1,4050,2115,1,Aufgabe 6.2,0.0,1.0,1724681582
1448,a5f06b83-d0db-450d-86b0-df61e034ae65-10,4040,5009,10,Aufgabe 1,3.0,5.0,1724743780
1449,a5f06b83-d0db-450d-86b0-df61e034ae65-10,4040,5009,10,Aufgabe 5,2.0,9.0,1724743788
1450,a5f06b83-d0db-450d-86b0-df61e034ae65-10,4040,5009,10,Aufgabe 10,5.0,5.0,1724743826
1451,a5f06b83-d0db-450d-86b0-df61e034ae65-10,4040,5009,10,Aufgabe 14,1.0,4.0,1724743840
1452,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 2.1,0.0,1.0,1724743878
1453,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 2.2,0.0,1.0,1724743878
1454,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 2.3,0.0,2.0,1724743878
1455,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 2.4,0.0,1.0,1724743878
1456,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 3,0.0,4.0,1724743878
1457,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 4,0.0,2.0,1724743878
1458,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 6.1,0.0,1.0,1724743878
1459,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 6.2,0.0,1.0,1724743878
1460,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 7.1,0.0,1.0,1724743878
1461,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 7.2,0.0,1.0,1724743878
1462,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 7.3,0.0,1.0,1724743878
1463,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 8.1,0.0,1.0,1724743878
1464,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 8.2,0.0,1.0,1724743878
1465,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 8.3,0.0,1.0,1724743878
1466,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 8.4,0.0,1.0,1724743878
1467,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 8.5,0.0,1.0,1724743878
1468,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 8.6,0.0,1.0,1724743878
1469,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 9,0.0,6.0,1724743878
1470,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 11.1,0.0,1.0,1724743878
1471,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 11.2,0.0,1.0,1724743878
1472,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 11.3,0.0,1.0,1724743878
1473,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 11.4,0.0,1.0,1724743878
1474,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 11.5,0.0,1.0,1724743878
1475,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 12,0.0,6.0,1724743878
1476,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 13,0.0,6.0,1724743878
1477,a5f06b83-d0db-450d-86b0-df61e034ae65-1,4040,2115,1,Aufgabe 15,0.0,4.0,1724743878
1478,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 1,3.0,5.0,1724743753
1479,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 2.1,1.0,1.0,1724743793
1480,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 2.2,0.0,1.0,1724743844
1481,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 2.3,2.0,2.0,1724743905
1482,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 2.4,1.0,1.0,1724743968
1483,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 3,3.0,4.0,1724744202
1484,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 4,0.0,2.0,1724744308
1485,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 5,6.0,9.0,1724744372
1486,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 6.1,1.0,1.0,1724744474
1487,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 6.2,0.0,1.0,1724744498
1488,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 8.1,0.0,1.0,1724744661
1489,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 8.2,0.0,1.0,1724780846
1490,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 8.3,0.0,1.0,1724780882
1491,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 8.4,0.0,1.0,1724780966
1492,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 8.5,0.0,1.0,1724781009
1493,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 8.6,0.0,1.0,1724781022
1494,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 9,4.0,6.0,1724781127
1495,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 10,2.0,5.0,1724781199
1496,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 13,3.0,6.0,1724781387
1497,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 11.4,0.0,1.0,1724781487
1498,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 11.1,0.0,1.0,1724781494
1499,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 7.1,0.0,1.0,1724781700
1500,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 7.2,1.0,1.0,1724781819
1501,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 7.3,1.0,1.0,1724781891
1502,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 14,2.0,4.0,1724782089
1503,d945d529-7137-4819-954b-255323583574-10,4046,5009,10,Aufgabe 15,0.0,4.0,1724782336
1504,d945d529-7137-4819-954b-255323583574-1,4046,2115,1,Aufgabe 11.2,0.0,1.0,1724782482
1505,d945d529-7137-4819-954b-255323583574-1,4046,2115,1,Aufgabe 11.3,0.0,1.0,1724782482
1506,d945d529-7137-4819-954b-255323583574-1,4046,2115,1,Aufgabe 11.5,0.0,1.0,1724782482
1507,d945d529-7137-4819-954b-255323583574-1,4046,2115,1,Aufgabe 12,0.0,6.0,1724782482
1508,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 1,3.0,5.0,1724784356
1509,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 2.1,1.0,1.0,1724784374
1510,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 2.2,1.0,1.0,1724784499
1511,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 2.3,1.0,2.0,1724784543
1512,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 2.4,1.0,1.0,1724784567
1513,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 4,2.0,2.0,1724784751
1514,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 5,6.0,9.0,1724784777
1515,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 6.1,1.0,1.0,1724784827
1516,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 6.2,1.0,1.0,1724784849
1517,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 7.1,0.0,1.0,1724785036
1518,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 7.2,1.0,1.0,1724785583
1519,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 7.3,1.0,1.0,1724785762
1520,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 8.1,0.0,1.0,1724785865
1521,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 8.2,0.0,1.0,1724785951
1522,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 8.3,0.0,1.0,1724786021
1523,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 8.4,0.0,1.0,1724786134
1524,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 8.5,1.0,1.0,1724786187
1525,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 8.6,0.0,1.0,1724786261
1526,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 9,6.0,6.0,1724786383
1527,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 10,4.0,5.0,1724786488
1528,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 11.1,0.0,1.0,1724786598
1529,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 11.4,1.0,1.0,1724786785
1530,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 13,3.0,6.0,1724786881
1531,e818420d-386d-4613-a9a4-50d6a8a14e3b-10,4046,5009,10,Aufgabe 14,2.0,4.0,1724786939
1532,e818420d-386d-4613-a9a4-50d6a8a14e3b-1,4046,2115,1,Aufgabe 3,0.0,4.0,1724786963
1533,e818420d-386d-4613-a9a4-50d6a8a14e3b-1,4046,2115,1,Aufgabe 11.2,0.0,1.0,1724786963
1534,e818420d-386d-4613-a9a4-50d6a8a14e3b-1,4046,2115,1,Aufgabe 11.3,0.0,1.0,1724786963
1535,e818420d-386d-4613-a9a4-50d6a8a14e3b-1,4046,2115,1,Aufgabe 11.5,0.0,1.0,1724786963
1536,e818420d-386d-4613-a9a4-50d6a8a14e3b-1,4046,2115,1,Aufgabe 12,0.0,6.0,1724786963
1537,e818420d-386d-4613-a9a4-50d6a8a14e3b-1,4046,2115,1,Aufgabe 15,0.0,4.0,1724786963
1538,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 1,4.0,5.0,1724781829
1539,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.1,1.0,1.0,1724781907
1540,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.2,1.0,1.0,1724781935
1541,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.3,1.0,2.0,1724781992
1542,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.4,1.0,1.0,1724782117
1543,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 3,1.0,4.0,1724782298
1544,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 4,2.0,2.0,1724782340
1545,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 5,7.0,9.0,1724782396
1546,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 6.1,1.0,1.0,1724782455
1547,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 6.2,1.0,1.0,1724782487
1548,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 7.1,0.0,1.0,1724782527
1549,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 7.2,1.0,1.0,1724782587
1550,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 7.3,0.0,1.0,1724782628
1551,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.1,0.0,1.0,1724782673
1552,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.2,1.0,1.0,1724782716
1553,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.3,0.0,1.0,1724782750
1554,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.4,1.0,1.0,1724782785
1555,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.5,1.0,1.0,1724782822
1556,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.6,0.0,1.0,1724782843
1557,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 9,4.0,6.0,1724782956
1558,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 10,1.0,5.0,1724783068
1559,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.1,0.0,1.0,1724783114
1560,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.3,0.0,1.0,1724783154
1561,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.4,0.0,1.0,1724783171
1562,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.5,0.0,1.0,1724783249
1563,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 12,0.0,6.0,1724783281
1564,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 13,1.0,6.0,1724783425
1565,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 14,1.0,4.0,1724783461
1566,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 15,1.0,4.0,1724783553
1567,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.2,0.0,1.0,1724783595
1568,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 1,4.0,5.0,1724781829
1569,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.1,1.0,1.0,1724781907
1570,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.2,1.0,1.0,1724781935
1571,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.3,1.0,2.0,1724781992
1572,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 2.4,1.0,1.0,1724782117
1573,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 3,1.0,4.0,1724782298
1574,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 4,2.0,2.0,1724782340
1575,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 5,7.0,9.0,1724782396
1576,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 6.1,1.0,1.0,1724782455
1577,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 6.2,1.0,1.0,1724782487
1578,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 7.1,0.0,1.0,1724782527
1579,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 7.2,1.0,1.0,1724782587
1580,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 7.3,0.0,1.0,1724782628
1581,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.1,0.0,1.0,1724782673
1582,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.2,1.0,1.0,1724782716
1583,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.3,0.0,1.0,1724782750
1584,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.4,1.0,1.0,1724782785
1585,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.5,1.0,1.0,1724782822
1586,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 8.6,0.0,1.0,1724782843
1587,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 9,4.0,6.0,1724782956
1588,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 10,1.0,5.0,1724783068
1589,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.1,0.0,1.0,1724783114
1590,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.3,0.0,1.0,1724783154
1591,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.4,0.0,1.0,1724783171
1592,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.5,0.0,1.0,1724783249
1593,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 12,0.0,6.0,1724783281
1594,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 13,1.0,6.0,1724783425
1595,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 14,1.0,4.0,1724783461
1596,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 15,1.0,4.0,1724783553
1597,e67a680c-9340-4aec-a812-1fc857716248-10,4052,5009,10,Aufgabe 11.2,0.0,1.0,1724783595
1598,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 1,1.0,5.0,1724853434
1599,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 4,1.0,2.0,1724854007
1600,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 3,0.0,4.0,1724854017
1601,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 2.3,0.0,2.0,1724854123
1602,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 2.2,0.0,1.0,1724854144
1603,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 2.1,0.0,1.0,1724854153
1604,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 5,4.0,9.0,1724854231
1605,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 6.1,0.0,1.0,1724854362
1606,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 6.2,0.0,1.0,1724854458
1607,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 7.1,0.0,1.0,1724854487
1608,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 7.2,0.0,1.0,1724854660
1609,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 7.3,0.0,1.0,1724854730
1610,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 8.1,0.0,1.0,1724854893
1611,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 8.2,0.0,1.0,1724854910
1612,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 8.3,0.0,1.0,1724854945
1613,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 8.4,1.0,1.0,1724855004
1614,38bdae3c-a38d-40f5-a439-3fb94dc11323-10,4071,5009,10,Aufgabe 8.5,0.0,1.0,1724855026
